timestamp,data_id,node_id,data_type,gateway_id,region,access_frequency,latency_ms,recovery_time_ms,bandwidth_mb_s,storage_overhead_pct,data_size_mb,node_storage_tb,redundancy_factor,cluster_id,node_failed,access_frequency_norm,latency_ms_norm,recovery_time_ms_norm,bandwidth_mb_s_norm,storage_overhead_pct_norm,data_size_mb_norm,node_storage_tb_norm,priority_score,backup_success
2024-01-01 00:25:49,data_0159,edge_node_34,event_alert,gateway_05,region_2,3,41.88,426.52,75.69,12.07,41.37,4.61,3,86,0,0.3,0.3375,0.684,0.7299,0.2828,0.2717,0.4011,0.4481,1
2024-01-01 00:28:13,data_0494,edge_node_42,event_alert,gateway_04,region_2,5,62.26,50.0,34.84,25.03,35.76,8.56,3,54,0,0.5,0.5239,0.0,0.276,0.8012,0.2348,0.84,0.5875,1
2024-01-01 00:30:58,data_0329,edge_node_35,telemetry,gateway_01,region_1,8,78.13,58.93,16.39,25.6,138.01,4.29,1,106,0,0.8,0.6691,0.0162,0.0709,0.824,0.9062,0.3656,0.6017,1
2024-01-01 00:34:06,data_0102,edge_node_39,sensor_reading,gateway_01,region_3,2,99.79,118.66,53.11,7.95,32.79,3.01,1,48,0,0.2,0.8673,0.1247,0.479,0.118,0.2153,0.2233,0.2153,0
2024-01-01 00:39:07,data_0337,edge_node_39,sensor_reading,gateway_04,region_3,3,24.49,154.46,34.15,29.63,81.49,3.17,2,381,0,0.3,0.1783,0.1898,0.2683,0.9852,0.5351,0.2411,0.3911,1
2024-01-01 00:40:45,data_0083,edge_node_33,video_stream,gateway_02,region_5,3,85.39,50.0,40.8,13.81,23.41,3.28,3,355,1,0.3,0.7356,0.0,0.3422,0.3524,0.1537,0.2533,0.4507,0
2024-01-01 00:48:02,data_0044,edge_node_08,image_frame,gateway_05,region_2,7,23.41,85.53,39.71,13.95,72.36,2.54,3,335,0,0.7,0.1685,0.0645,0.3301,0.358,0.4751,0.1711,0.6909,1
2024-01-01 00:55:29,data_0068,edge_node_32,event_alert,gateway_02,region_1,7,56.86,151.42,28.99,12.12,86.43,2.01,3,190,0,0.7,0.4745,0.1842,0.2109,0.2848,0.5675,0.1122,0.6882,1
2024-01-01 00:58:28,data_0048,edge_node_33,sensor_reading,gateway_04,region_1,7,30.57,244.04,98.61,24.19,2.12,2.32,2,217,1,0.7,0.234,0.3525,0.9847,0.7676,0.0139,0.1467,0.623,0
2024-01-01 01:01:42,data_0057,edge_node_08,log_file,gateway_02,region_1,3,15.89,53.08,87.01,28.45,6.4,3.06,2,98,0,0.3,0.0996,0.0056,0.8557,0.938,0.042,0.2289,0.3893,1
2024-01-01 01:07:36,data_0022,edge_node_14,telemetry,gateway_03,region_3,4,87.02,50.0,85.48,7.35,32.8,2.25,1,126,0,0.4,0.7505,0.0,0.8387,0.094,0.2154,0.1389,0.3344,1
2024-01-01 01:26:03,data_0132,edge_node_34,image_frame,gateway_02,region_4,5,10.84,130.85,12.26,24.32,68.86,5.02,2,54,0,0.5,0.0534,0.1469,0.025,0.7728,0.4522,0.4467,0.5031,1
2024-01-01 01:41:24,data_0465,edge_node_08,image_frame,gateway_03,region_1,7,42.35,89.3,84.93,24.46,47.63,2.31,2,307,0,0.7,0.3418,0.0714,0.8326,0.7784,0.3128,0.1456,0.6234,1
2024-01-01 01:53:42,data_0456,edge_node_42,image_frame,gateway_02,region_1,5,25.47,132.63,27.53,21.25,44.17,4.72,2,98,0,0.5,0.1873,0.1501,0.1947,0.65,0.29,0.4133,0.4985,1
2024-01-01 02:10:30,data_0302,edge_node_07,sensor_reading,gateway_04,region_2,4,46.17,118.12,52.2,9.79,6.27,2.36,1,113,0,0.4,0.3767,0.1238,0.4689,0.1916,0.0412,0.1511,0.338,1
2024-01-01 02:14:51,data_0443,edge_node_13,config_update,gateway_03,region_2,9,51.34,108.64,38.68,17.5,1.2,3.87,3,384,0,0.9,0.424,0.1065,0.3186,0.5,0.0079,0.3189,0.8162,1
2024-01-01 02:19:01,data_0418,edge_node_21,image_frame,gateway_02,region_3,6,64.52,115.38,62.03,5.82,46.08,1.92,1,384,0,0.6,0.5446,0.1188,0.5781,0.0328,0.3026,0.1022,0.4521,1
2024-01-01 02:40:41,data_0287,edge_node_32,log_file,gateway_01,region_1,3,7.5,418.87,13.2,21.8,49.74,1.43,2,221,0,0.3,0.0229,0.6701,0.0355,0.672,0.3266,0.0478,0.3794,1
2024-01-01 02:45:01,data_0395,edge_node_11,config_update,gateway_05,region_2,4,62.54,170.39,77.6,14.07,66.65,9.15,3,128,0,0.4,0.5265,0.2187,0.7512,0.3628,0.4377,0.9056,0.5111,1
2024-01-01 02:45:28,data_0120,edge_node_14,telemetry,gateway_04,region_3,6,13.94,242.36,53.34,9.01,2.97,7.83,2,260,0,0.6,0.0818,0.3495,0.4816,0.1604,0.0195,0.7589,0.5402,1
2024-01-01 02:49:16,data_0246,edge_node_11,log_file,gateway_04,region_4,6,24.88,50.0,28.9,7.68,117.91,5.84,1,348,0,0.6,0.1819,0.0,0.2099,0.1072,0.7742,0.5378,0.4549,1
2024-01-01 03:08:20,data_0038,edge_node_34,video_stream,gateway_03,region_5,2,27.91,248.43,26.51,12.06,65.29,1.82,1,334,0,0.2,0.2096,0.3605,0.1834,0.2824,0.4287,0.0911,0.2214,0
2024-01-01 03:20:06,data_0021,edge_node_47,config_update,gateway_03,region_5,8,9.69,115.67,48.69,23.47,54.55,6.24,1,75,0,0.8,0.0429,0.1193,0.4299,0.7388,0.3582,0.5822,0.5985,1
2024-01-01 03:33:24,data_0110,edge_node_17,log_file,gateway_04,region_1,6,14.33,115.96,58.11,13.83,7.09,4.88,2,40,1,0.6,0.0854,0.1198,0.5346,0.3532,0.0466,0.4311,0.5474,0
2024-01-01 03:37:06,data_0094,edge_node_14,sensor_reading,gateway_02,region_3,2,21.18,50.0,61.64,13.58,42.11,5.47,2,179,0,0.2,0.148,0.0,0.5738,0.3432,0.2765,0.4967,0.307,1
2024-01-01 03:38:39,data_0394,edge_node_25,event_alert,gateway_05,region_2,4,26.55,343.15,13.74,8.53,9.71,4.72,3,152,0,0.4,0.1972,0.5326,0.0415,0.1412,0.0638,0.4133,0.5028,1
2024-01-01 03:45:55,data_0410,edge_node_48,video_stream,gateway_05,region_5,4,10.43,50.0,67.36,22.9,84.07,5.08,1,138,0,0.4,0.0497,0.0,0.6374,0.716,0.552,0.4533,0.3577,1
2024-01-01 03:49:32,data_0475,edge_node_27,image_frame,gateway_02,region_4,4,54.77,180.4,36.96,17.36,22.72,2.66,3,359,0,0.4,0.4554,0.2369,0.2995,0.4944,0.1492,0.1844,0.516,1
2024-01-01 03:50:00,data_0136,edge_node_08,telemetry,gateway_04,region_4,2,11.62,430.49,40.56,25.58,5.44,7.08,3,99,0,0.2,0.0606,0.6912,0.3395,0.8232,0.0357,0.6756,0.4084,1
2024-01-01 03:51:04,data_0231,edge_node_17,telemetry,gateway_01,region_5,5,12.46,117.09,79.63,11.9,31.73,3.38,3,194,0,0.5,0.0683,0.1219,0.7737,0.276,0.2084,0.2644,0.5679,1
2024-01-01 03:57:51,data_0008,edge_node_05,video_stream,gateway_03,region_1,8,63.36,130.32,26.33,13.49,33.54,3.89,1,363,0,0.8,0.534,0.1459,0.1814,0.3396,0.2202,0.3211,0.5836,1
2024-01-01 04:03:16,data_0328,edge_node_38,log_file,gateway_01,region_1,7,78.93,50.0,16.12,22.66,4.61,9.87,1,340,0,0.7,0.6765,0.0,0.0679,0.7064,0.0303,0.9856,0.5373,1
2024-01-01 04:08:46,data_0375,edge_node_18,telemetry,gateway_01,region_4,2,5.0,123.49,96.91,26.53,14.11,5.04,3,388,1,0.2,0.0,0.1335,0.9658,0.8612,0.0927,0.4489,0.4098,0
2024-01-01 04:09:17,data_0290,edge_node_26,image_frame,gateway_05,region_4,3,19.1,50.06,30.43,28.85,84.97,2.53,2,321,0,0.3,0.129,0.0001,0.2269,0.954,0.5579,0.17,0.3899,1
2024-01-01 04:13:21,data_0251,edge_node_31,image_frame,gateway_01,region_2,3,74.73,252.36,88.89,6.21,15.35,6.95,1,285,0,0.3,0.638,0.3676,0.8766,0.0484,0.1008,0.6611,0.2726,0
2024-01-01 04:21:13,data_0400,edge_node_37,sensor_reading,gateway_02,region_1,5,19.21,523.57,64.23,26.14,130.27,2.86,3,122,0,0.5,0.13,0.8603,0.6026,0.8456,0.8554,0.2067,0.5892,1
2024-01-01 04:27:08,data_0361,edge_node_06,video_stream,gateway_05,region_4,4,51.63,50.0,48.67,8.15,21.35,8.98,1,266,0,0.4,0.4267,0.0,0.4297,0.126,0.1402,0.8867,0.3356,1
2024-01-01 04:35:34,data_0397,edge_node_41,image_frame,gateway_04,region_4,6,18.08,267.85,62.3,29.56,89.16,7.54,3,39,0,0.6,0.1197,0.3958,0.5811,0.9824,0.5855,0.7267,0.6543,1
2024-01-01 04:35:52,data_0087,edge_node_15,event_alert,gateway_05,region_1,6,47.18,208.42,61.07,6.1,53.49,1.56,1,252,0,0.6,0.3859,0.2878,0.5675,0.044,0.3512,0.0622,0.4525,1
2024-01-01 04:39:15,data_0204,edge_node_42,log_file,gateway_05,region_1,4,25.66,334.44,63.73,12.8,15.58,3.49,2,393,0,0.4,0.189,0.5167,0.597,0.312,0.1023,0.2767,0.4259,1
2024-01-01 04:57:07,data_0406,edge_node_26,event_alert,gateway_01,region_5,2,37.41,459.44,89.66,11.21,23.91,8.8,1,91,0,0.2,0.2966,0.7438,0.8852,0.2484,0.157,0.8667,0.2201,0
2024-01-01 05:00:19,data_0480,edge_node_12,sensor_reading,gateway_02,region_4,5,19.58,308.05,80.21,26.39,121.3,8.41,3,100,0,0.5,0.1334,0.4688,0.7802,0.8556,0.7965,0.8233,0.5896,1
2024-01-01 05:01:38,data_0241,edge_node_41,log_file,gateway_01,region_2,5,15.02,148.09,98.01,25.86,144.6,8.77,3,138,0,0.5,0.0917,0.1782,0.978,0.8344,0.9495,0.8633,0.5888,1
2024-01-01 05:06:34,data_0320,edge_node_14,video_stream,gateway_01,region_1,2,80.4,305.77,42.64,17.61,104.93,6.07,3,310,0,0.2,0.6899,0.4647,0.3626,0.5044,0.689,0.5633,0.3964,1
2024-01-01 05:17:39,data_0258,edge_node_01,log_file,gateway_02,region_2,3,16.3,250.65,38.62,6.92,128.64,1.58,3,84,1,0.3,0.1034,0.3645,0.318,0.0768,0.8447,0.0644,0.4404,0
2024-01-01 05:17:51,data_0109,edge_node_17,telemetry,gateway_01,region_5,4,93.74,101.15,52.0,8.4,50.71,5.75,1,153,0,0.4,0.812,0.0929,0.4667,0.136,0.333,0.5278,0.3359,1
2024-01-01 05:22:24,data_0256,edge_node_33,sensor_reading,gateway_03,region_3,8,59.71,50.0,15.38,13.98,32.92,5.64,1,345,0,0.8,0.5006,0.0,0.0597,0.3592,0.2162,0.5156,0.5843,1
2024-01-01 05:26:42,data_0481,edge_node_29,event_alert,gateway_02,region_4,5,34.93,50.0,45.4,27.65,47.3,5.32,2,123,0,0.5,0.2739,0.0,0.3933,0.906,0.3106,0.48,0.5081,1
2024-01-01 05:31:05,data_0282,edge_node_45,telemetry,gateway_01,region_1,7,31.09,477.66,12.96,21.55,93.09,1.1,1,203,0,0.7,0.2387,0.7769,0.0328,0.662,0.6113,0.0111,0.5357,1
2024-01-01 05:38:45,data_0220,edge_node_31,image_frame,gateway_03,region_4,2,108.53,69.83,25.48,20.11,69.59,2.27,1,204,1,0.2,0.9473,0.036,0.1719,0.6044,0.457,0.1411,0.2335,0
2024-01-01 05:50:16,data_0083,edge_node_08,sensor_reading,gateway_03,region_2,7,44.84,50.0,38.25,28.8,4.26,2.83,2,271,0,0.7,0.3645,0.0,0.3138,0.952,0.028,0.2033,0.6299,1
2024-01-01 05:59:25,data_0107,edge_node_30,log_file,gateway_05,region_1,4,38.02,135.69,67.92,24.47,39.61,8.87,3,147,0,0.4,0.3021,0.1557,0.6436,0.7788,0.2601,0.8744,0.5267,1
2024-01-01 06:00:55,data_0069,edge_node_13,config_update,gateway_02,region_4,3,19.2,186.88,97.67,29.86,25.55,2.11,3,358,1,0.3,0.1299,0.2487,0.9742,0.9944,0.1678,0.1233,0.4748,0
2024-01-01 06:01:18,data_0097,edge_node_16,video_stream,gateway_02,region_1,5,31.7,71.06,24.55,16.49,16.21,4.94,2,120,0,0.5,0.2443,0.0383,0.1616,0.4596,0.1064,0.4378,0.4914,1
2024-01-01 06:07:00,data_0286,edge_node_45,sensor_reading,gateway_05,region_4,7,30.34,103.49,93.24,15.62,21.28,3.21,1,347,0,0.7,0.2319,0.0972,0.925,0.4248,0.1397,0.2456,0.5268,1
2024-01-01 06:12:20,data_0237,edge_node_18,event_alert,gateway_02,region_3,7,114.29,50.0,54.72,15.62,9.6,3.49,1,331,0,0.7,1.0,0.0,0.4969,0.4248,0.063,0.2767,0.5268,1
2024-01-01 06:22:53,data_0008,edge_node_35,sensor_reading,gateway_03,region_5,6,5.51,50.0,65.1,24.41,36.04,7.64,1,83,0,0.6,0.0047,0.0,0.6122,0.7764,0.2367,0.7378,0.4799,1
2024-01-01 06:31:08,data_0189,edge_node_19,telemetry,gateway_05,region_1,3,62.09,50.0,39.38,18.23,16.44,7.35,2,332,0,0.3,0.5224,0.0,0.3264,0.5292,0.108,0.7056,0.374,1
2024-01-01 06:32:33,data_0081,edge_node_13,image_frame,gateway_04,region_4,9,54.1,285.42,55.45,15.16,11.68,9.57,2,322,0,0.9,0.4493,0.4277,0.505,0.4064,0.0767,0.9522,0.7294,1
2024-01-01 06:33:02,data_0108,edge_node_04,config_update,gateway_03,region_1,4,15.02,249.67,33.37,16.35,53.74,3.57,3,255,0,0.4,0.0917,0.3627,0.2596,0.454,0.3529,0.2856,0.5145,1
2024-01-01 06:35:57,data_0321,edge_node_19,video_stream,gateway_02,region_2,7,111.23,139.44,82.5,7.5,14.14,10.0,2,325,0,0.7,0.972,0.1625,0.8056,0.1,0.0928,1.0,0.5979,1
2024-01-01 06:39:14,data_0346,edge_node_38,image_frame,gateway_03,region_4,0,95.56,50.0,72.76,6.22,127.83,5.63,1,54,0,0.0,0.8286,0.0,0.6974,0.0488,0.8394,0.5144,0.0927,0
2024-01-01 06:39:42,data_0351,edge_node_31,telemetry,gateway_02,region_2,5,14.16,158.34,23.83,8.25,13.76,4.12,3,316,1,0.5,0.0838,0.1968,0.1536,0.13,0.0904,0.3467,0.5624,0
2024-01-01 06:42:12,data_0328,edge_node_36,telemetry,gateway_01,region_3,7,55.41,130.35,57.03,6.76,97.37,2.25,3,114,0,0.7,0.4612,0.146,0.5226,0.0704,0.6394,0.1389,0.6801,1
2024-01-01 06:43:07,data_0043,edge_node_04,image_frame,gateway_01,region_4,6,36.03,500.96,23.88,10.08,62.23,8.0,2,198,0,0.6,0.2839,0.8193,0.1541,0.2032,0.4086,0.7778,0.5418,1
2024-01-01 06:43:42,data_0187,edge_node_39,event_alert,gateway_01,region_5,5,56.45,50.0,87.48,6.76,29.06,3.36,3,140,0,0.5,0.4708,0.0,0.861,0.0704,0.1908,0.2622,0.5601,1
2024-01-01 06:52:04,data_0302,edge_node_07,image_frame,gateway_04,region_2,1,12.01,155.3,39.76,15.33,17.39,6.73,3,235,0,0.1,0.0641,0.1913,0.3306,0.4132,0.1142,0.6367,0.333,1
2024-01-01 06:59:03,data_0200,edge_node_16,log_file,gateway_04,region_4,5,49.24,170.7,49.36,11.45,13.79,7.34,3,363,0,0.5,0.4048,0.2193,0.4373,0.258,0.0906,0.7044,0.5672,1
2024-01-01 07:02:06,data_0381,edge_node_48,telemetry,gateway_01,region_1,8,24.07,464.17,88.4,23.48,29.12,2.15,1,51,0,0.8,0.1745,0.7524,0.8712,0.7392,0.1912,0.1278,0.5986,1
2024-01-01 07:04:33,data_0419,edge_node_05,event_alert,gateway_02,region_1,9,24.91,181.96,33.81,28.23,20.98,1.47,3,247,0,0.9,0.1822,0.2397,0.2645,0.9292,0.1378,0.0522,0.8323,1
2024-01-01 07:08:08,data_0039,edge_node_47,sensor_reading,gateway_01,region_1,3,33.25,217.14,51.39,18.19,46.88,9.77,2,159,0,0.3,0.2585,0.3036,0.4599,0.5276,0.3078,0.9744,0.374,1
2024-01-01 07:10:40,data_0307,edge_node_36,telemetry,gateway_03,region_5,3,86.47,107.42,15.95,18.97,13.04,4.42,1,196,0,0.3,0.7454,0.1043,0.066,0.5588,0.0856,0.38,0.2918,0
2024-01-01 07:11:04,data_0004,edge_node_32,image_frame,gateway_03,region_1,3,54.85,158.16,34.98,8.65,80.07,7.51,3,219,0,0.3,0.4561,0.1965,0.2775,0.146,0.5258,0.7233,0.443,1
2024-01-01 07:14:01,data_0121,edge_node_24,sensor_reading,gateway_03,region_4,7,33.06,238.24,19.95,25.14,29.19,7.7,1,363,0,0.7,0.2567,0.342,0.1105,0.8056,0.1917,0.7444,0.541,1
2024-01-01 07:17:40,data_0336,edge_node_25,log_file,gateway_05,region_4,5,11.11,53.93,77.06,18.64,36.35,8.06,1,149,0,0.5,0.0559,0.0071,0.7452,0.5456,0.2387,0.7844,0.4113,1
2024-01-01 07:24:17,data_0077,edge_node_45,config_update,gateway_03,region_5,5,12.37,50.0,23.21,5.64,56.65,8.32,2,52,1,0.5,0.0674,0.0,0.1467,0.0256,0.372,0.8133,0.4751,0
2024-01-01 07:34:10,data_0468,edge_node_28,log_file,gateway_03,region_2,3,72.02,203.54,96.29,17.44,13.08,5.18,1,60,0,0.3,0.6132,0.2789,0.9589,0.4976,0.0859,0.4644,0.2895,0
2024-01-01 07:40:56,data_0179,edge_node_19,sensor_reading,gateway_02,region_2,7,19.83,160.87,44.24,20.57,20.98,4.13,2,393,0,0.7,0.1357,0.2014,0.3804,0.6228,0.1378,0.3478,0.6175,1
2024-01-01 07:47:02,data_0311,edge_node_44,event_alert,gateway_04,region_2,2,10.02,116.01,30.03,14.6,52.09,5.13,2,137,0,0.2,0.0459,0.1199,0.2225,0.384,0.342,0.4589,0.3086,1
2024-01-01 07:48:11,data_0229,edge_node_41,sensor_reading,gateway_04,region_3,6,34.24,228.62,85.91,11.91,97.16,3.8,3,355,0,0.6,0.2675,0.3245,0.8435,0.2764,0.638,0.3111,0.6279,1
2024-01-01 07:55:01,data_0276,edge_node_17,event_alert,gateway_05,region_5,5,16.59,50.0,31.5,17.16,26.07,2.77,2,118,0,0.5,0.106,0.0,0.2388,0.4864,0.1712,0.1967,0.4924,1
2024-01-01 07:56:33,data_0152,edge_node_02,image_frame,gateway_01,region_4,2,19.87,87.85,53.21,16.82,10.13,7.8,3,248,0,0.2,0.1361,0.0688,0.4801,0.4728,0.0665,0.7556,0.3952,1
2024-01-01 08:12:02,data_0378,edge_node_18,image_frame,gateway_05,region_5,4,9.87,278.15,55.32,11.81,11.24,3.69,3,38,0,0.4,0.0446,0.4145,0.5036,0.2724,0.0738,0.2989,0.5077,1
2024-01-01 08:13:15,data_0109,edge_node_39,video_stream,gateway_04,region_1,7,22.54,538.17,87.7,23.57,13.11,2.16,1,398,0,0.7,0.1605,0.8869,0.8634,0.7428,0.0861,0.1289,0.5387,1
2024-01-01 08:17:55,data_0126,edge_node_01,event_alert,gateway_05,region_2,5,41.34,126.4,90.29,8.33,76.24,5.18,3,190,0,0.5,0.3325,0.1388,0.8922,0.1332,0.5006,0.4644,0.5625,1
2024-01-01 08:22:00,data_0240,edge_node_03,config_update,gateway_02,region_5,5,45.72,50.49,73.46,14.22,22.52,2.99,1,292,1,0.5,0.3726,0.0009,0.7052,0.3688,0.1479,0.2211,0.4047,0
2024-01-01 08:25:43,data_0418,edge_node_30,video_stream,gateway_04,region_4,5,56.27,397.86,75.14,26.14,20.12,6.2,3,259,0,0.5,0.4691,0.632,0.7238,0.8456,0.1321,0.5778,0.5892,1
2024-01-01 08:28:53,data_0467,edge_node_11,log_file,gateway_01,region_1,6,38.41,144.03,77.19,6.83,68.39,8.41,1,134,0,0.6,0.3057,0.1708,0.7466,0.0732,0.4491,0.8233,0.4536,1
2024-01-01 08:32:50,data_0401,edge_node_22,sensor_reading,gateway_04,region_2,3,77.05,247.92,41.97,17.9,63.59,8.13,1,30,0,0.3,0.6593,0.3596,0.3552,0.516,0.4176,0.7922,0.2902,0
2024-01-01 08:38:31,data_0389,edge_node_47,log_file,gateway_04,region_4,6,61.51,80.28,67.36,15.85,82.77,1.16,1,218,0,0.6,0.5171,0.055,0.6374,0.434,0.5435,0.0178,0.4671,1
2024-01-01 08:41:25,data_0345,edge_node_25,event_alert,gateway_04,region_4,4,5.0,79.42,34.33,19.91,81.94,1.7,2,207,0,0.4,0.0,0.0534,0.2703,0.5964,0.5381,0.0778,0.4365,1
2024-01-01 08:42:51,data_0146,edge_node_03,event_alert,gateway_05,region_1,5,18.73,149.79,39.35,26.75,3.72,9.75,3,220,0,0.5,0.1256,0.1813,0.3261,0.87,0.0244,0.9722,0.5901,1
2024-01-01 08:43:05,data_0252,edge_node_30,image_frame,gateway_02,region_4,4,29.68,145.68,42.22,6.78,55.99,3.84,2,356,0,0.4,0.2258,0.1738,0.358,0.0712,0.3677,0.3156,0.4168,1
2024-01-01 08:43:37,data_0183,edge_node_24,telemetry,gateway_04,region_1,9,9.36,50.0,88.25,29.51,28.58,8.92,1,62,0,0.9,0.0399,0.0,0.8695,0.9804,0.1877,0.88,0.6676,1
2024-01-01 08:45:10,data_0306,edge_node_36,event_alert,gateway_02,region_1,5,65.83,50.0,74.98,24.1,140.83,8.69,3,303,0,0.5,0.5566,0.0,0.722,0.764,0.9247,0.8544,0.5862,1
2024-01-01 08:46:10,data_0072,edge_node_23,image_frame,gateway_01,region_5,4,23.76,342.56,26.82,14.95,28.07,1.58,1,377,1,0.4,0.1717,0.5315,0.1868,0.398,0.1843,0.0644,0.3458,0
2024-01-01 08:55:51,data_0219,edge_node_08,telemetry,gateway_04,region_2,5,49.22,236.3,73.15,28.56,11.41,2.38,1,385,0,0.5,0.4046,0.3385,0.7017,0.9424,0.0749,0.1533,0.4262,1
2024-01-01 09:04:38,data_0207,edge_node_04,sensor_reading,gateway_03,region_4,4,40.53,231.4,33.01,13.3,46.84,8.3,1,20,0,0.4,0.3251,0.3295,0.2556,0.332,0.3076,0.8111,0.3433,1
2024-01-01 09:11:04,data_0173,edge_node_50,sensor_reading,gateway_05,region_3,6,78.43,50.0,22.84,24.34,7.2,8.9,3,360,0,0.6,0.6719,0.0,0.1426,0.7736,0.0473,0.8778,0.6465,1
2024-01-01 09:11:27,data_0141,edge_node_39,config_update,gateway_01,region_2,4,26.3,50.0,55.94,25.54,9.44,5.49,3,65,0,0.4,0.1949,0.0,0.5104,0.8216,0.062,0.4989,0.5283,1
2024-01-01 09:13:53,data_0272,edge_node_43,sensor_reading,gateway_01,region_3,5,84.47,205.44,91.25,22.11,152.29,2.74,2,296,0,0.5,0.7271,0.2824,0.9029,0.6844,1.0,0.1933,0.4998,1
2024-01-01 09:17:10,data_0214,edge_node_31,video_stream,gateway_01,region_1,5,84.9,521.06,43.27,23.97,7.58,7.45,3,15,0,0.5,0.7311,0.8558,0.3696,0.7588,0.0498,0.7167,0.586,1
2024-01-01 09:21:40,data_0468,edge_node_29,video_stream,gateway_05,region_4,3,14.13,220.53,67.83,8.64,46.48,2.05,1,171,0,0.3,0.0835,0.3098,0.6426,0.1456,0.3052,0.1167,0.2763,0
2024-01-01 09:22:02,data_0269,edge_node_36,telemetry,gateway_02,region_2,2,47.48,290.88,77.5,7.83,78.08,7.0,1,348,0,0.2,0.3887,0.4376,0.7501,0.1132,0.5127,0.6667,0.2151,0
2024-01-01 09:25:40,data_0020,edge_node_13,log_file,gateway_03,region_3,7,29.69,258.35,86.3,18.99,33.54,6.67,1,306,0,0.7,0.2259,0.3785,0.8479,0.5596,0.2202,0.63,0.5318,1
2024-01-01 09:31:29,data_0066,edge_node_41,config_update,gateway_02,region_3,6,22.78,233.49,13.75,13.52,65.25,5.23,3,286,0,0.6,0.1627,0.3333,0.0416,0.3408,0.4285,0.47,0.6303,1
2024-01-01 09:51:04,data_0147,edge_node_03,video_stream,gateway_02,region_5,4,12.05,355.76,36.41,21.67,4.14,6.12,2,353,0,0.4,0.0645,0.5555,0.2934,0.6668,0.0272,0.5689,0.4392,1
2024-01-01 09:53:48,data_0429,edge_node_25,image_frame,gateway_04,region_1,3,46.05,271.46,16.69,11.1,13.18,1.8,1,291,1,0.3,0.3756,0.4023,0.0742,0.244,0.0865,0.0889,0.28,0
2024-01-01 09:58:50,data_0165,edge_node_25,event_alert,gateway_03,region_4,5,35.42,223.6,43.44,9.22,42.36,1.62,3,150,0,0.5,0.2783,0.3154,0.3715,0.1688,0.2782,0.0689,0.5638,1
2024-01-01 10:02:35,data_0378,edge_node_12,config_update,gateway_05,region_3,5,16.63,190.48,74.39,9.84,35.85,9.88,1,9,1,0.5,0.1064,0.2552,0.7155,0.1936,0.2354,0.9867,0.3981,0
2024-01-01 10:05:25,data_0310,edge_node_29,telemetry,gateway_04,region_2,0,65.45,76.14,97.91,12.22,4.91,8.37,2,249,0,0.0,0.5531,0.0475,0.9769,0.2888,0.0322,0.8189,0.185,0
